date,open,close,volume
1681479000,217.8800048828125,221.49000549316406,21574200
1681392600,215.72999572753906,220.35000610351562,23310400
1681306200,214.83999633789062,214.0,18972200
1681219800,215.47999572753906,213.85000610351562,16710100
1681133400,214.7100067138672,214.75,16106100
1680787800,209.25,216.10000610351562,26104400
1680701400,214.14999389648438,211.47999572753906,19396600
1680615000,213.38999938964844,214.72000122070312,21026400
1680528600,208.83999633789062,213.07000732421875,17924600
1680269400,207.24000549316406,211.94000244140625,25412000
1680183000,203.3800048828125,207.83999633789062,22608300
1680096600,203.55999755859375,205.35000610351562,18851100
1680010200,200.14999389648438,200.67999267578125,19127300
1679923800,204.80999755859375,202.83999633789062,18527200
1679664600,205.17999267578125,206.00999450683594,27733000
1679578200,202.83999633789062,204.27999877929688,27389700
1679491800,202.5,199.80999755859375,28477800
1679405400,203.1999969482422,202.16000366210938,31827000
1679319000,198.47999572753906,197.80999755859375,25186300
1679059800,200.55999755859375,195.61000061035156,50141100
1678973400,198.25999450683594,204.92999267578125,50447100
1678887000,192.9499969482422,197.75,42123600
1678800600,187.5800018310547,194.02000427246094,41642600
1678714200,177.9600067138672,180.89999389648438,24728000
1678458600,181.00999450683594,179.50999450683594,25665000
1678372200,186.35000610351562,181.69000244140625,26582800
1678285800,182.8699951171875,184.97000122070312,19432400
1678199400,189.0,184.50999450683594,36701500
1678113000,188.0,184.89999389648438,33209400
1677853800,178.9199981689453,185.25,45877700
1677767400,172.3800048828125,174.52999877929688,17352000
1677681000,174.58999633789062,173.4199981689453,30998400
1677594600,171.89999389648438,174.94000244140625,46051100
1677508200,171.8800048828125,169.5399932861328,19277000
1677249000,168.63999938964844,170.38999938964844,19791300
1677162600,172.0,172.0399932861328,20017800
1677076200,171.07000732421875,171.1199951171875,22433200
1676989800,174.30999755859375,172.0800018310547,34592600
1676644200,170.22000122070312,172.8800048828125,24171300
1676557800,172.75,172.44000244140625,25827500
1676471400,176.4199981689453,177.16000366210938,25308900
1676385000,177.16000366210938,179.47999572753906,24034600
1676298600,178.22000122070312,179.42999267578125,31463200
1676039400,176.35000610351562,174.14999389648438,33433600
1675953000,186.1300048828125,177.9199981689453,37118800
1675866600,190.0,183.42999267578125,36139100
1675780200,185.5800018310547,191.6199951171875,47080700
1675693800,186.52999877929688,186.05999755859375,42483800
1675434600,183.47000122070312,186.52999877929688,76809700
1675348200,183.3800048828125,188.77000427246094,150475700
1675261800,148.02999877929688,153.1199951171875,55661000
1675175400,147.9499969482422,148.97000122070312,29842100
1675089000,149.41000366210938,147.05999755859375,28040100
1674829800,148.24000549316406,151.74000549316406,35771900
1674743400,144.39999389648438,147.3000030517578,25482100
1674657000,141.22000122070312,141.5,26622000
1674570600,141.69000244140625,143.13999938964844,21970200
1674484200,139.2899932861328,143.27000427246094,27470100
1674225000,135.88999938964844,139.3699951171875,28688600
1674138600,132.49000549316406,136.14999389648438,28625200
